,Song_name,pearl-jam
35,all those yesterdays   ,"""Don't you think you oughta rest Don't you think you oughta lay your head down Don't you think you want to sleep Don't you think you oughta lay your head down... tonight"", ""Don't you think you've done enough Oh, don't you think you've got enough, well maybe You don't think there's time to stop There's time enough for you to lay your head down, tonight, Tonight"", ""Let it wash away All those yesterdays"", ""What are you running from? Taking pills to get along Creating walls to call your own So no one catches you drifting off and Doing all the things that... we all do"", ""Let them wash away All those yesterdays (echo) All those paper plates All those yesterdays All those yesterdays"", ""You've got time, you've got time to escape There's still time, it's no crime to escape It's no crime to escape, it's no crime to escape There's still time, so escape... It's no crime, crime"", ""All those yesterdays..."""
36,where oh where could my baby be   ,"""Oh where oh where, can my baby be? The Lord took her away from me. She's gone to heaven, so I've got to be good. So I can see my baby when I leave this world."", ""We were out on a date in my daddy's car. We hadn't driven very far. There in the road, straight ahead. A car was stalled, the engine was dead."", ""I couldn't stop, so I swerved to the right. I'll never forget the sound that night. The screaming tires, the busting glass. The painful scream that I heard last."", ""Oh where, oh where, can my baby be? The Lord took her away from me. She's gone to heaven, so I've got to be good. So I can see my baby when I leave this world."", ""When I woke up the rain was pouring down. There were people standing all around. Something warm pooling through my eyes. But somehow I found my baby that night. I lifted her head, she looked at me and said. \""Hold me darling, just a little while.\"" I held her close, I kissed her our last kiss. I found the love that I knew I would miss."", ""Well now she's gone, even though I hold her tight. I lost my love, my life, that night."", ""Oh where, oh where, can my baby be? The Lord took her away from me. She's gone to heaven, so I've got to be good. So I can see my baby when I leave this world."", ""Oh where, oh where, can my baby be? The Lord took her away from me. She's gone to heaven, so I've got to be good. So I can see my baby when I leave this world."""
37,happy birthday   ,"""Happy birthday to you"", ""Happy birthday to you"", ""Happy birthday, dear [Incomprehensible]"", ""Happy birthday to you"""
38,black red yellow   ,"""Exponentially serving. Perpetually unnerving. Vehicle swerving. The adjectives they are all a-blurring. Freud walking the sidelines clipboard scoring the brain. Black magic painted traits. Makes me sain."", ""Hormones firing like a fifty foot Roman, yeah. Please don't make me explain. Don't matter anyway."", ""Phontom pain in my brain. It's all that's left of my leg."", ""Black and Red and Yellow and Black and Red and Yellow."", ""Heard you repeat a-what ya heard. Me knowing the truth I can not concure. Na-na."", ""Hormones firing like a fifty foot Roman, yeah. Please don't make me explain. Doesn't matter anyway. Hormones firing like a fifty foot Roman, yeah. Please don't make me explain."", ""Yo bro. Tell us what's happenin'. Um, I'm on the west, west side of, on the west coast. Give me a jingle, uh, when you get in from where the fuck you're at."", ""Yeah, hormones firing like a fifty foot Roman, yeah. Please don't make me explain. Doesn't fucking matter anyway. Hormones firing like a fifty foot Roman, yeah. Please don't make me explain."""
39,given to fly   ,"""He could've tuned in, tuned in... but he tuned out A bad time, nothing could save him Alone in a corridor waiting, locked out He got up outta there, ran for hundreds of miles He made it to the ocean, had a smoke in a tree The wind rose up, set him down on his knee A wave came crashing like a fist to the jaw Delivered him wings... Hey, look at him now!"", ""Arms wide open with the sea as his floor Oh, power, oh"", ""He's flying whole High, wide, oh He floated back down 'cause he wanted to share... His key to the locks on the chains he saw everywhere But first he was stripped, and then he was stabbed... By faceless men, well, fuckers, he still stands And he still gives his love, he just gives it away The love he receives is the love that is saved"", ""And sometimes is seen a strange spot in the sky A human being that was given to fly High... flying, oh High... flying, oh He's... flying, oh Oh, oh"""
40,sometimes   ,"""Large fingers pushing paint... You're God and you got big hands. Colors blend... the challenges you give, man."", ""Seek my part, devote myself. My small self like a book amongst the many on a shelf."", ""Sometimes I know, sometimes I rise. Sometimes I fall, sometimes I don't. Sometimes I cringe, sometimes I live. Sometimes I walk, sometimes I kneel. Sometimes I speak of nothing at all. Sometimes I reach to myself, dear God."""
41,hail hail   ,"""Ah, is there room for both of us? Both of us apart? Are we bound out of obligation? Is that all we've got?"", ""I get the words and then I get to thinking I don't wanna think, I wanna feel How do I feel? How do I?"", ""If you're the only one, will I never be enough, yeah Hail, hail the lucky ones I refer to those in love, yeah"", ""Oh, how I'd love you till the day I die... and beyond Are we going to the same place? If so, can I come? It's egg rolling, thick and heavy All the past we carry Oh, I could be new You under-estimate me"", ""If you're the only one, will I never be enough, yeah Hail, hail the lucky ones I refer to those in love, yeah"", ""I sometimes realize I could only be as good as you'll let me Are you woman enough to be my man? Bandaged hand in hand"", ""Black lining On the run in a race that can't be won, yeah"", ""Oh, hail, hail the lucky ones I refer to those in love, yeah"", ""If you're my only one So good, you, only one I want to be your one Enough, you won, your one, your one"""
42,of the girl   ,"""Oh, he deals them off, off the top, ties them off Fills it up with his past, gets carried away Oh, half his life, a hand-me-down, wasted away Oh, he fills it up with the love of a girl"", ""Oh, he left it alone, drilled the pain with money to buy"", ""How he makes his getaway How he makes his getaway"", ""Oh, he chose a path, heavy the fall, quarter to four Fills his mind with the thought of a girl"", ""How he makes his getaway How he makes his getaway How he makes his getaway Getaway"""
43,breath and a scream   ,"""Oh, tonight began with anything Shadows, a light, a warm breath and a scream, oh yeah Oh, tamper if you like between the doors, oh yeah Oh, can't expect to go out, to go out With anything, anything more Oh, reach the door, a breath and a scar Oh reach the door and a nada lada yeah Life ain't what it's worth, a breath and a scar Oh, reach the door All these reaching hands out grabbin' things, grabbin' me Day in, day out, accumulating, oh yeah I suggest you step out on your porch, oh yeah, yeah Run away my son to see it all oh, see the world Oh reach the door and a nada lada yeah Life ain't what it's worth, a breath and a scar Oh, reach the door Come here it comes there it goes when it comes Where it goes where it comes, can't see through the faith Oh, come here it goes, there it goes, grasp what you can Don't you know there's something inside your hand, yeah Oh, if I knew where it was I would take you there There's much more than this, oh much more than this Oh, see the world much more than, oh Much more than, why?"""
44,in my tree   ,"""Up here in my tree, yeah. Newspapers matter not to me, yeah. No more crowbars to my head, yeah. I'm trading stories with the leaves instead, yeah."", ""Wave to all my friends, yeah. They don't seem to notice me, no. All their eyes trained on the street, yo, oh. Sidewalks, cigarettes, and scenes... tempted."", ""Up here so high I start to shake. Up here so high the sky I scrape. I'm so high I hold just one breath here within my chest, just like innocence."", ""Eddie's down in his home. Oh, the blue sky, it's his home. Eddie's blue sky home. Oh, the blue sky, it's his home."", ""I remember when, yeah, I swore I knew everything, oh yeah. Let's say knowledge is a tree, yeah. It's growing up just like me, yeah."", ""I'm so light, the wind he shakes. I'm so high, the sky I scrape. I'm so light I hold just one breath and go back to my nest, sleep with innocence."", ""Up here so high, the boughs they break. Up here so high, the sky I scrape. Had my eyes peeled both wide open, And I got a glimpse of my innocence. Got back my inner sense. Baby, got it, still got it."""
45,beast of burden   ,"""I'll never be your beast of burden My back is broad but it's a hurting All I want is for you to make love to me"", ""I'll never be your beast of burden I've walked for miles my feet are hurting All I want is for you to make love to me"", ""Am I hard enough Am I rough enough Am I rich enough I'm not too blind to see"", ""I'll never be your beast of burden So let's go home and draw the curtains Music on the radio Come on baby make sweet love to me"", ""Am I hard enough Am I rough enough Am I rich enough I'm not too blind to see"", ""Oh little sister Pretty, pretty, pretty, pretty, girl Pretty, pretty Such a pretty, pretty, pretty girl Come on baby please, please, please"", ""I'll tell you you can put me out on the street Put me out with no shoes on my feet But, put me out, put me out Put me out of misery"", ""Yeah, all your sickness I can suck it up Throw it all at me I can shrug it off There's one thing baby that I don't understand You keep on telling me I ain't your kind of man"", ""Ain't I rough enough, oh honey Ain't I tough enough Ain't I rich enough in love enough Oh please"", ""I'll never be your beast of burden I'll never be your beast of burden Never, never, never, never, never, never, never be"", ""I'll never be your beast of burden I've walked for miles my feet are hurting"""
46,better man live   ,"""Waitin', watchin' the clock, it's four o' clock, it's got to stop Tell him, take no more, she practices her speech As he opens the door, she rolls over Pretends to sleep as he looks her over"", ""She lies and says she's in love with him, can't find a better man She dreams in color, she dreams in red, can't find a better man Can't find a better man Can't find a better man"", ""Ohh..."", ""Talkin' to herself, there's no one else who needs to know She tells herself, oh..."", ""Memories back when she was bold and strong And waiting for the world to come along Swears she knew it, now she swears he's gone She lies and says she's in love with him, can't find a better man She dreams in color, she dreams in red, can't find a better man She lies and says she still loves him, can't find a better man She dreams in color, she dreams in red, can't find a better man Can't find a better man Can't find a better man"", ""She loved him, yeah, she don't want to leave this way She needs him, yeah, that's why she'll be back again Can't find a better man (Can't find a better man) Can't find a better man (Can't find a better man) Can't find a better man (Can't find a better man) Can't find a better man"""
47,daughter its ok jones beach ny   ,"""Alone...listless...breakfast table in an otherwise empty room, Young girl...violins...the center of her own attention, The now mother reads aloud, child tries to understand it, Tries to make her proud and the shades go..."", ""Down, down into her head, Painted room, Can't deny, Something's wrong,"", ""Don't call me daughter, not fit to, The picture kept will remind me, Don't call me daughter, not fit to, The picture kept will remind me, Don't call me..."", ""She holds the hands, That holds her down, She will, what?, Rise abooove,"", ""Don't call me daughter, not fit to, The picture kept will remind me, Don't call me daughter, not fit to, The picture kept will remind me, Don't call me daughter, not fit to be, The picture kept will remind me, Don't call me..."", ""The shades go down... The shades go down... The shades go down... The shades go down..."", ""[I'm gonna stand up here with you, So, uhh, I'm gonna give you a part, So I say \""It's okay\"" then you say \""It's okay\"", It's okay...it's okay"", ""It's okay...it's okay, You don't have to run away, It's okay...it's okay, You know I love you anyway,"", ""This is my chance, this is my life, And I'm alone in an alleyway, This is my chance, this is my voice, There may be no tomorrow now, This is plea, this is my need, And now my time is standing free, This is my step, this is my day, And in a new world let's never say,"", ""It's okay...it's okay, You know I love you anyway, It's okay...it's okay, You don't have to run and hide away,"", ""It's okay, It's okay, It's okay, It's okaaaaaay,"", ""It's okaaay] - IT'S O.K. by Dead Moon"""
48,jeremy live   ,"""At home, drawing pictures of mountain tops With him on top Lemon yellow sun, arms raised in a V And the dead lay in pools of maroon below"", ""Daddy didn't give attention Oh, to the fact that mommy didn't care King Jeremy the wicked Oh, ruled his world"", ""Jeremy spoke in class today Jeremy spoke in class today"", ""Clearly I remember pickin' on the boy Seemed a harmless little fuck Ooo, but we unleashed a lion Gnashed his teeth and bit the recess lady's breast"", ""How could I forget? And he hit me with a surprise left My jaw left hurtin', ooo, dropped wide open Just like the day, oh, like the day I heard"", ""Daddy didn't give affection, no And the boy was something that mommy wouldn't wear King Jeremy the wicked Oh, ruled his world"", ""Jeremy spoke in class today Jeremy spoke in class today Jeremy spoke in class today"", ""Try to forget this Try to erase this, from the blackboard Jeremy spoke in class today Jeremy spoke in class today"", ""Jeremy spoke in, spoke in Jeremy spoke in, spoke in Jeremy spoke in class today"""
49,arms aloft   ,"""Arms Aloft Sometimes there's no star shining Scounting the edge of the universe Sometimes you can't see the horizon Between the ocean and the earth"", ""And just when you're thinking about slinkin' down I'm gonna pull you up ? I'm gonna pull ya round May I remind you of that scene The spirit is our gasoline May I remind you of that scene We were arms aloft in Aberdeen May I remind you of that scene Let a million mirror balls beam May I remind you of that scene"", ""And you say ? living ain't nothing but hassles? In a Manilla envelope rain And driving coal all-night to Newcastle It's getting to be a repettetive strain And just when you're thinking about Going down the drain ?"", ""May I remind you of that scene The spirit is our gasoline May I remind you of that scene We were arms aloft in Aberdeen May I remind you of that scene Let a million mirror balls beam May I remind you of that scene"", ""I'm gonna pull you up ? I'm gonna pull ya round"", ""May I remind you of that scene The spirit is our gasoline May I remind you of that scene We were arms aloft in Aberdeen"", ""Let a million mirror balls beam The spirit is our gasoline May I remind you of that scene We were arms aloft in Aberdeen"", ""They say the stars can't see their rays Nor can they count their numbered days No flower can says what perfume is We got all this and bird and diz May I remind you of that scene We were arms aloft in Aberdeen"", ""May I remind you of that scene"", ""Sometimes there's no star shining Scounting the edge of the universe Sometimes you can't see the horizon Between the ocean and the earth"", ""And just when you're thinking about slinkin' down I'm gonna pull you up ? I'm gonna pull ya round May I remind you of that scene The spirit is our gasoline May I remind you of that scene We were arms aloft in Aberdeen May I remind you of that scene Let a million mirror balls beam May I remind you of that scene"", ""And you say ? living ain't nothing but hassles? In a Manilla envelope rain And driving coal all-night to Newcastle It's getting to be a repettetive strain And just when you're thinking about Going down the drain ?"", ""May I remind you of that scene The spirit is our gasoline May I remind you of that scene We were arms aloft in Aberdeen May I remind you of that scene Let a million mirror balls beam May I remind you of that scene"", ""I'm gonna pull you up ? I'm gonna pull ya round"", ""May I remind you of that scene The spirit is our gasoline May I remind you of that scene We were arms aloft in Aberdeen"", ""Let a million mirror balls beam The spirit is our gasoline May I remind you of that scene We were arms aloft in Aberdeen"", ""They say the stars can't see their rays Nor can they count their numbered days No flower can says what perfume is We got all this and bird and diz May I remind you of that scene We were arms aloft in Aberdeen"", ""May I remind you of that scene"""
