,Song_name,shakira
10,me enamore   ,"""La vida me empez\u00c3\u00b3 a cambiar La noche que te conoc\u00c3\u00ad Ten\u00c3\u00ada poco que perder Y la cosa sigui\u00c3\u00b3 as\u00c3\u00ad"", ""Yo con mis sost\u00c3\u00a9n a rayas Y mi pelo a medio hacer Pens\u00c3\u00a9: \""Este todav\u00c3\u00ada es un ni\u00c3\u00b1o\"" Pero, \u00c2\u00bfqu\u00c3\u00a9 le voy a hacer?"", ""Es lo que andaba buscando El doctor recomendando Cre\u00c3\u00ad que estaba so\u00c3\u00b1ando \u00c2\u00bfDe qu\u00c3\u00a9 me andaba quejando? No s\u00c3\u00a9 qu\u00c3\u00a9 estaba pensando Hoy pal cielo voy pateando"", ""Me enamor\u00c3\u00a9, me ena-na-namor\u00c3\u00a9 Lo vi solito y me lanc\u00c3\u00a9 Me ena-na-namor\u00c3\u00a9 Me ena-na-namo..."", ""Mira que cosa bonita Que boca m\u00c3\u00a1s redondita Me gusta esa barbita"", ""Y bail\u00c3\u00a9 hasta que me cans\u00c3\u00a9 Hasta que me cans\u00c3\u00a9 bail\u00c3\u00a9 Y me ena-na-namor\u00c3\u00a9 Nos enamoramos"", ""Un mojito, dos mojitos Mira que ojitos bonitos Me quedo otro ratito"", ""Contigo yo tendr\u00c3\u00ada 10 hijos Empecemos por un par Solamente te lo digo Por si quieres practicar"", ""Lo \u00c3\u00banico que estoy diciendo Vay\u00c3\u00a1monos conociendo Es lo que est\u00c3\u00a1 proponiendo"", ""Nos vamos entusiasmando Todo nos va resultando Qu\u00c3\u00a9 bien lo estamos pasando"", ""Me enamor\u00c3\u00a9, me ena-na-namor\u00c3\u00a9 Lo vi solito y me lanc\u00c3\u00a9 Me ena-na-namor\u00c3\u00a9 Me ena-na-namo..."", ""Mira que cosa bonita Que boca m\u00c3\u00a1s redondita Me gusta esa barbita"", ""Y bail\u00c3\u00a9 hasta que me cans\u00c3\u00a9 Hasta que me cans\u00c3\u00a9 bail\u00c3\u00a9 Me ena-na-namor\u00c3\u00a9 Nos enamoramos"", ""Un mojito, dos mojitos Mira que ojitos bonitos Me quedo otro ratito"", ""Nunca cre\u00c3\u00ad que fuera as\u00c3\u00ad \u00c2\u00bfC\u00c3\u00b3mo te fijar\u00c3\u00adas en m\u00c3\u00ad? Toda una noche lo pens\u00c3\u00a9 Este es pa' m\u00c3\u00ad, es pa' m\u00c3\u00a1s nadie Es-es pa' m\u00c3\u00ad, es pa' m\u00c3\u00a1s nadie Es-es pa' m\u00c3\u00ad, es pa' m\u00c3\u00a1s nadie Es-es-es pa' m\u00c3\u00ad, es pa' m\u00c3\u00a1s nadie"", ""Me enamor\u00c3\u00a9, me ena-na-namor\u00c3\u00a9 Lo vi solito y me lanc\u00c3\u00a9 Me ena-na-namor\u00c3\u00a9 Me ena-na-namo..."", ""Mira que cosa bonita Que boca m\u00c3\u00a1s redondita Me gusta esa barbita"", ""Y bail\u00c3\u00a9 hasta que me cans\u00c3\u00a9 Hasta que me cans\u00c3\u00a9 bail\u00c3\u00a9 Me ena-na-namor\u00c3\u00a9 Nos enamoramos"", ""Un mojito, dos mojitos Mira que ojitos bonitos Me quedo otro ratito"", ""Nunca cre\u00c3\u00ad que fuera as\u00c3\u00ad \u00c2\u00bfC\u00c3\u00b3mo te fijar\u00c3\u00adas en m\u00c3\u00ad? Toda una noche lo pens\u00c3\u00a9 Este es pa' m\u00c3\u00ad, es pa' m\u00c3\u00a1s nadie Es-es pa' m\u00c3\u00ad, es pa' m\u00c3\u00a1s nadie Es-es pa' m\u00c3\u00ad, es pa' m\u00c3\u00a1s nadie Es-es-es pa' m\u00c3\u00ad, es pa' m\u00c3\u00a1s nadie"""
11,islands   ,"""I don't have to leave anymore What I have is right here Spent my nights and days before Searching the world for what's right here"", ""Underneath and unexplored Islands and cities I have looked Here I saw Something I couldn't over look"", ""I am yours now So now I don't ever have to leave I've been found out So now I'll never explore"", ""See what I've done That bridge is on fire Go back to where I've been I'm froze by desire No need to leave"", ""Where would I be? If this were to go under It's a risk I'd take I'm froze by desire As if a choice I'd make"", ""I am yours now So now I don't ever have to leave I've been found out So now I'll never explore"", ""I am yours now (I am yours now) So now I don't ever have to leave (ever have) I've been found out (I've been found out) So now I'll never explore"", ""See what I've done"""
12,el amor perdona   ,"""El amor perdona El amor no miente El amor bonito Nunca es suficiente"", ""El amor se entrega Sin decir palabras El amor te duele Cuando menos Lo sientes"", ""Por quererte tanto Siempre perdonaba Esperando un beso Los d\u00c3\u00adas pasaban Todo soportaba Por que te cre\u00c3\u00ada Nada me importaba Y te entregue Mi vida"", ""Para que ped\u00c3\u00adas amor Para que fing\u00c3\u00adas querer Si no te importaba Por que me buscabas Y me ilusionabas"", ""Para que me ped\u00c3\u00adas perd\u00c3\u00b3n Para que pretendes volver Tu amor esta muerto Pero yo estoy viva Y he vuelto querer"", ""Por quererte tanto Siempre perdonaba Esperando un beso Los dias pasaban Todo soportaba Por que te cr\u00c3\u00ada Nada me importaba Y te entregue Mi vida"", ""El amor quedaba Siempre en mentiras Sin importarme amarte Me quede vacia Contigo vivia Una pesadilla Pero un nuevo ahora curas mis heridas"""
13,el ultimo adios   ,"""(Estrellas latinas-Tributo a las victimas del 11/9)"", ""Se quebr\u00c3\u00b3 la calma y el silencio en ruido se volvi\u00c3\u00b3 (Ricky Martin) Quedaron desnudos nuestra imagen y nuestro dolor (Alejandro Sanz)"", ""Se mezclaba el cielo (Thalia) junto con la calle y el rencor (Gloria Estefan con \u00c2\u00bf?) Nos lleno de miedo (Celia Cruz) donde fue el amor (\u00c2\u00bf?)"", ""Dime si el dolor despierta el alma (Ricardo Montaner) dime si es capaz, de despertar el corazon (\u00c2\u00bf?) ni todo el rencor y la venganza (Varios) nos va a poder calmar las ganas, de ver de nuevo aquellas caras, dime (Alejandro Fernando)"", ""Dime si el dolor abre una puerta (Carlos Vives) dime si es capaz, de despertar el corazon (\u00c2\u00bf?) juzga tu se\u00c3\u00b1or a quien tu quieras (Puma) quien iba a pensar que esa ma\u00c3\u00b1ana era el ultimo adi\u00c3\u00b3s (Varios)"", ""Nadie va a cambiarnos (J. Lopez) Nadie nos va a hacer perder la fe (Emmanuel) Nadie va a callarnos (Chayanne) nuestra fuerza vuelve a renacer (Varios)"", ""Hoy me siento libre (Paulina Rubio) Estamos unidos por amor (La ley) Hoy todo ha cambiado (\u00c2\u00bf?) Creo mas en ti (Carlos Ponce) Se\u00c3\u00b1or!!! (John secada)"", ""Dime si el dolor despierta el alma (Shakira) dime si es capaz, de despertar el corazon (\u00c2\u00bf?) Ni todo el rencor ni la venganza (Luis Fonsi) nos va a poder calmar las ganas, de ver de nuevo aquellas caras, dime (Varios)"", ""Dime!!! (C.Aguilera) Dime si el dolor despierta el alma dime si es capaz, de despertar el corazon ni todo el rencor ni la venganza nos va a poder calmar las ganas, de ver de nuevo aquellas caras, dime (Todos)"", ""Dime si el dolor abre una puerta dime si es capaz, de despertar el corazon juzga tu se\u00c3\u00b1or a quien tu quieras (Todos) Quien iba a pensar (\u00c2\u00bf?) quien iba a pensar (Alejandro Sanz) q esa ma\u00c3\u00b1ana era el ultimo adios (\u00c2\u00bf?)"""
14,gypsy en espanol   ,"""Broke my heart on the road Spent the weekends sewing the pieces back on Crayons and dolls pass me by Walking gets too boring when you learn how to fly"", ""Not the homecoming kind Take the top off, who knows what you might find Won't confess all my sins You can bet all trying, but you can't always win"", ""'Cause I'm a gypsy, are you coming with me? I might steal your clothes and wear them if they fit me Never made agreements just like a gypsy And I won't back down 'cause life's already bit me And I won't cry, I'm too young to die if you're gonna quit me 'Cause I'm a gypsy"", ""I, I, I am a gypsy"", ""I can't hide what I've done Scars remind me of just how far that I've come To whom it may concern Only run with scissors when you want to get hurt"", ""'Cause I'm a gypsy, are you coming with me? I might steal your clothes and wear them if they fit me Never made agreements just like a gypsy And I won't back down 'cause life's already bit me And I won't cry, I'm too young to die if you're gonna quit me 'Cause I'm a gypsy"", ""And I say, hey you, you're no fool if you say \""no\"" Ain't it just the way life goes? People fear what they don't know"", ""And I say, hey you, you're no fool if you say \""no\"" Ain't it just the way life goes? People fear what they don't know Come along for the ride (oh) Come along for the ride (woo-hoo!)"", ""Arrepi\u00c3\u00a9ntete, arrepi\u00c3\u00a9ntete Arrepi\u00c3\u00a9ntete, arrepi\u00c3\u00a9ntete"", ""Que yo me voy de Barranquilla a Panam\u00c3\u00a1 Soy una gitana, una gitana de ciudad Que yo me voy de Barranquilla a Panam\u00c3\u00a1 Soy una gitana, una gitana de ciudad"", ""Arrepi\u00c3\u00a9ntete, arrepi\u00c3\u00a9ntete Arrepi\u00c3\u00a9ntete, arrepi\u00c3\u00a9ntete"", ""Que yo me voy de Barranquilla a Panam\u00c3\u00a1 Soy una gitana, una gitana de ciudad Que yo me voy de Barranquilla a Panam\u00c3\u00a1 Soy una gitana, una gitana de ciudad"", ""Arrepi\u00c3\u00a9ntete, arrepi\u00c3\u00a9ntete Arrepi\u00c3\u00a9ntete, arrepi\u00c3\u00a9ntete"", ""Que yo me voy de Par\u00c3\u00ads a Bogot\u00c3\u00a1 Soy una gitana, una gitana de ciudad Que yo me voy de Par\u00c3\u00ads a Bogot\u00c3\u00a1 Soy una gitana, una gitana de ciudad"", ""Que yo soy una gitana de ciudad"", ""'Cause I'm a gypsy, are you coming with me? I might steal your clothes and wear them if they fit me I never made agreements just like a gypsy And I won't back down 'cause life's already bit me And I won't cry, I'm too young to die if you're gonna quit me ('Cause I'm a gypsy)"", ""'Cause I'm a gypsy"""
15,comme moi   ,"""I'm living with a broken heart I never meant to do you harm Don't ever want to see you cry again Everybody hurts sometimes Never meant to do you wrong Know you're gonna be just fine, je sais"", ""J'ai pri\u00c3\u00a9 pour nous tard le soir Tu m'as tourn\u00c3\u00a9 le dos plus d'une fois Personne ne t'aimera comme moi Personne ne t'aimera comme moi"", ""Maintenant faut me laisser m'en aller Faut me laisser T'es condamn\u00c3\u00a9e Tu m'as d\u00c3\u00a9laiss\u00c3\u00a9, d Depuis tant d'ann\u00c3\u00a9es Mais sache que personne ne t'aimera comme moi"", ""Maintenant faut me laisser m'en aller Faut me laisser T'es condamn\u00c3\u00a9 Tu m'as d\u00c3\u00a9laiss\u00c3\u00a9 Depuis tant d'ann\u00c3\u00a9es Mais sache que personne ne t'aimera comme moi"", ""I'm living with a broken heart I never meant to do you harm Don't ever want to see you cry again But everybody hurts sometimes Never meant to do you wrong Know you're gonna be just fine, je sais"", ""J'avais des probl\u00c3\u00a8mes, tu t'en foutais Des probl\u00c3\u00a8mes de riches, on m'a vu manger seul au Fouquet Pour toi j'aurai tout fait, je me serai laisser \u00c3\u00a9touff\u00c3\u00a9 Fa\u00c3\u00a7on de parler, mais tous les hommes sont pas pareils Rends-moi l'appareil ou alors on arr\u00c3\u00aate Je m'\u00c3\u00a9tais jur\u00c3\u00a9 que tu serais la seule dans mon harem Oui, tu ressembles \u00c3\u00a0 ma reum C'est pour \u00c3\u00a7a, j'suis piqu\u00c3\u00a9 Mais dis-moi de quoi t'as reu-p', on est juste en train de s'expliquer"", ""I'm living with a broken heart I never meant to do you harm Don't ever want to see you cry again But everybody hurts sometimes Never meant to do you wrong Know you're gonna be just fine, je sais"", ""I wish we could go back in time See the world with different eyes Knowing what we both know now Coulda made it work somehow"", ""Well, we said what we said And what we made we can't unmake And what we get is what we gave And this is what we're stuck with now"", ""Maintenant faut me laisser m'en aller Faut me laisser T'es condamn\u00c3\u00a9 Tu m'as d\u00c3\u00a9laiss\u00c3\u00a9 Depuis tant d'ann\u00c3\u00a9es Mais sache que personne ne t'aimera comme moi"", ""Do you remember How you used to get lost in my eyes? (I remember) Do you remember How you cried as you never said goodbye? I remember, I remember, I remember"", ""Faut me laisser m'en aller Faut me laisser T'es condamn\u00c3\u00a9e Tu m'as d\u00c3\u00a9laiss\u00c3\u00a9 Depuis tant d'ann\u00c3\u00a9es Mais sache que personne ne t'aimera comme moi"", ""But we said whatever that we said And what we made, we know we can't unmake And what we get is only what we gave"""
16,estoy aqui donde estas corazon medley   ,
17,esta noche voy contigo   ,"""Na na na naaaaa Na na na naaaaa Na na na na na na naaaaa"", ""Hoy me siento entre nubes, creo que voy a estallar Y me enredo con las horas, ya no se si llegaras Al volver la vista te haces acercas ya Mi cuerpo se estremece al verte caminar Radiante noche en mi piel Mi corazon se agita, vuelvo a renacer"", ""Esta noche voy contigo a bailar, El momento es nuestro y no termina Esta noche voy contigo a so\u00c3\u00b1ar, Que la vida es ritmo, es alegria Esta noche voy contigo a bailar, El estar contigo me hace libre Esta noche voy contigo a so\u00c3\u00b1ar, Que el amor es nuestro y no termina"", ""Na na na naaaaa Na na na naaaaa Na na na na na na naaaaa"", ""De regreso, voy contenta, tengo ganas de gritar Si tu quieres, debo verte, no mas me dices y ya Y comenzo -- en la oscuridad La energia en nuestro cuerpo nunca parara Este es el ritmo, el que me hace vibrar Y aunque quisiera detenerme no puedo parar"", ""Esta noche voy contigo a bailar, El momento es nuestro y no termina Esta noche voy contigo a so\u00c3\u00b1ar, Que la vida es ritmo, es alegria Esta noche voy contigo a bailar, El estar contigo me hace libre Esta noche voy contigo a so\u00c3\u00b1ar, Que el amor es nuestro y no termina Esta noche voy contigo a bailar, El momento es nuestro y no termina Esta noche voy contigo a so\u00c3\u00b1ar, Que la vida es ritmo, es alegria Esta noche voy contigo a bailar, El estar contigo me hace libre Esta noche voy contigo a so\u00c3\u00b1ar, Que el amor es nuestro y no termina"""
18,la la la brazil 2014 english   ,"""Essa bola vai rolar Mundo \u00c3\u00a9 um tapete verde Quando a bola chega l\u00c3\u00a1 Cora\u00c3\u00a7\u00c3\u00a3o fica na rede, na rede, na rede Ol\u00c3\u00a1! Ol\u00c3\u00a1!"", ""La la la la la La la la la la La la la la la la La la la La la la la la La la la la la La la la la la la I dare you"", ""Leggo Leggo Leggo Leggo"", ""Feel how the planet's become one Beats like a drum to the same rhythm Hear the whistle, kick the ball The entire world soars like an eagle"", ""In Rio we play like we dance Only today there's no tomorrow Leave all behind, in this place There's no space for fear or sorrow"", ""Is it true that you want it? Then act like you mean it With everyone watching It's truth or dare, can you feel it?"", ""La la la la la La la la la la La la la la la la La la la La la la la la La la la la la La la la la la la I dare you"", ""Leggo Leggo"", ""You have arrived, it's the place No more doubts, the time is coming Feel how the planet's become one Like a drum, destiny's calling"", ""German, Colombians, Spanish and French Off the bench, you gotta own it Down here we play like we dance It's Brazil, and now you know it"", ""Is it true that you want it? Then act like you mean it With everyone watching It's truth or dare, can you feel it?"", ""La la la la la La la la la la La la la la la la La la la La la la la la La la la la la La la la la la la I dare you"", ""Is it true that you want it? Then act like you mean it The whole world is watching It's truth or dare, can you feel it? Feel it, feel it, feel, feel..."", ""La la la la la La la la la la La la la la la la La la la La la la la la La la la la la La la la la la la I dare you"", ""Leggo Leggo Leggo Leggo"""
19,la la la   ,"""Ol\u00c3\u00a1! Ol\u00c3\u00a1!"", ""La la la la la La la la la la La la la la la la La la la La la la la la La la la la la La la la la la la Adentro"", ""Leggo Leggo Leggo Leggo"", ""Toda mi vida fue as\u00c3\u00ad Tanto te busqu\u00c3\u00a9 hasta que llegaste Con esa boca que Dios te ha dado Ni obligada podr\u00c3\u00ada dejarte"", ""Las ganas de ti me devoran Los segundos de todas las horas Tus dos luceros es todo lo que quiero Sin tus ojos azules me muero"", ""Ven y b\u00c3\u00a9same mucho El mundo no importa La noche comienza No, no, no pares ahora"", ""La la la la la La la la la la La la la la la la Porque yo siempre te llevo (la la la) La la la la la La la la la la La la la la la la Adentro"", ""Leggo Leggo"", ""De todo lo que existe llano y profundo Lo que m\u00c3\u00a1s quiero en este mundo Es estar a tu lado noche y d\u00c3\u00ada Es as\u00c3\u00ad como vivir\u00c3\u00ada"", ""Las ganas de ti me devoran Los segundos de todas las horas Tus dos luceros es todo lo que quiero Sin tus ojos azules me muero"", ""Si de veras me quieres Como yo te quiero Ven, b\u00c3\u00a9same ahora Y b\u00c3\u00a9same luego"", ""La la la la la La la la la la La la la la la la Porque yo siempre te llevo (la la la) La la la la la La la la la la La la la la la la Adentro"", ""Ven y b\u00c3\u00a9same mucho El mundo no importa La noche comienza No pares ahora, ahora, ahora..."", ""La la la la la La la la la la La la la la la la La la la La la la la la La la la la la La la la la la la Adentro"", ""Leggo Leggo Leggo Leggo"""
20,estoy aqui extended remix   ,"""Ya, s\u00c3\u00a9 que no vendr\u00c3\u00a1s Todo lo que fui El tiempo lo dej\u00c3\u00b3 atr\u00c3\u00a1s S\u00c3\u00a9 que no regresaras Lo que nos paso No repetir\u00c3\u00a1 jam\u00c3\u00a1s"", ""Mil a\u00c3\u00b1os no me alcanzaran Para borrarte y olvidar"", ""Y ahora estoy aqu\u00c3\u00ad Queriendo convertir los campos en ciudad Mezclando el cielo con el mar S\u00c3\u00a9 que te dej\u00c3\u00a9 escapar S\u00c3\u00a9 que te perd\u00c3\u00ad Nada podr\u00c3\u00a1 ser igual"", ""Mil a\u00c3\u00b1os pueden alcanzar (Mil a\u00c3\u00b1os pueden alcanzar) Para que puedas perdonar"", ""Estoy aqu\u00c3\u00ad, queri\u00c3\u00a9ndote Ahog\u00c3\u00a1ndome Entre fotos y cuadernos Entre cosas y recuerdos Que no puedo comprender Estoy enloqueci\u00c3\u00a9ndome Cambi\u00c3\u00a1ndome un pie por la Cara m\u00c3\u00ada Esta noche por el d\u00c3\u00ada y que... Nada le puedo yo hacer"", ""Las cartas que escrib\u00c3\u00ad Nunca las envi\u00c3\u00a9 No querr\u00c3\u00a1s saber de mi No puedo entender Lo tonta que fui Es cuesti\u00c3\u00b3n de tiempo y fe"", ""Mil a\u00c3\u00b1os con otros mil m\u00c3\u00a1s (Mil a\u00c3\u00b1os con otros mil m\u00c3\u00a1s) Son suficientes para amar"", ""Estoy aqu\u00c3\u00ad, queri\u00c3\u00a9ndote Ahog\u00c3\u00a1ndome Entre fotos y cuadernos Entre cosas y recuerdos Que no puedo comprender Estoy enloqueci\u00c3\u00a9ndome Cambi\u00c3\u00a1ndome un pie por la Cara m\u00c3\u00ada Esta noche por el d\u00c3\u00ada y que"", ""Estoy aqu\u00c3\u00ad, queri\u00c3\u00a9ndote Ahog\u00c3\u00a1ndome Entre fotos y cuadernos Entre cosas y recuerdos que Estoy enloqueci\u00c3\u00a9ndome Cambi\u00c3\u00a1ndome un pie por la cara m\u00c3\u00ada Esta noche por el d\u00c3\u00ada y que"", ""Si a\u00c3\u00ban piensas algo en m\u00c3\u00ad Sabes que sigo esper\u00c3\u00a1ndote Yeah"", ""Estoy aqu\u00c3\u00ad, queri\u00c3\u00a9ndote Ahog\u00c3\u00a1ndome Entre fotos y cuadernos Entre cosas y recuerdos que Estoy enloqueci\u00c3\u00a9ndome Cambi\u00c3\u00a1ndome un pie por la Cara m\u00c3\u00ada Esta noche por el d\u00c3\u00ada y que"", ""Estoy aqu\u00c3\u00ad"""
21,donde estas corazon dubapella mix dub a pella mix   ,"""\u00c2\u00bfd\u00c3\u00b3nde est\u00c3\u00a1s coraz\u00c3\u00b3n?  ayer te busqu\u00c3\u00a9 entre el suelo y el cielo, mi cielo y no te encontr\u00c3\u00a9 puedo pensar  que huyes de m\u00c3\u00ad porque en mi silencio una corazonada me dice que s\u00c3\u00ad"", ""\u00c2\u00bfd\u00c3\u00b3nde est\u00c3\u00a1s coraz\u00c3\u00b3n?  ven regresa por m\u00c3\u00ad  que la vida se me vuelve un ocho si no est\u00c3\u00a1s aqu\u00c3\u00ad quiero pensar que no tardar\u00c3\u00a1s porque en el planeta no existe mas nadie a quien pueda yo amar"", ""\u00c2\u00bfd\u00c3\u00b3nde est\u00c3\u00a1s coraz\u00c3\u00b3n?  ayer te busqu\u00c3\u00a9 \u00c2\u00bfd\u00c3\u00b3nde est\u00c3\u00a1s coraz\u00c3\u00b3n?  y no te encontr\u00c3\u00a9"", ""\u00c2\u00bfd\u00c3\u00b3nde est\u00c3\u00a1s coraz\u00c3\u00b3n? saliste de aqu\u00c3\u00ad hay buscando quien sabe que cosas tan lejos de m\u00c3\u00ad puedo pensar, y vuelvo a pensar que no tardar\u00c3\u00a1s porque en el planeta no existe mas nadie a quien pueda yo amar"", ""\u00c2\u00bfd\u00c3\u00b3nde est\u00c3\u00a1s coraz\u00c3\u00b3n?  ayer te busqu\u00c3\u00a9 \u00c2\u00bfd\u00c3\u00b3nde est\u00c3\u00a1s coraz\u00c3\u00b3n?  y no te encontr\u00c3\u00a9"", ""te busqu\u00c3\u00a9 en el armario, en el abecedario  debajo del carro, en el negro, en el blanco en los libros de historia en las revistas y en la radio"", ""te busqu\u00c3\u00a9 por las calles  en donde tu madre  en cuadros de Botero  en mi monedero  en dos mil religiones  te busqu\u00c3\u00a9 hasta en mis canciones "", ""\u00c2\u00bfd\u00c3\u00b3nde est\u00c3\u00a1s coraz\u00c3\u00b3n?  ayer te busqu\u00c3\u00a9 \u00c2\u00bfd\u00c3\u00b3nde est\u00c3\u00a1s coraz\u00c3\u00b3n?  y no te encontr\u00c3\u00a9"", ""te busqu\u00c3\u00a9 en el armario, en el abecedario  debajo del carro, en el negro, en el blanco en los libros de historia en las revistas y en la radio"", ""te busqu\u00c3\u00a9 por las calles, en donde tu madre  en cuadros de Botero, en mi monedero  en dos mil religiones  te busqu\u00c3\u00a9 hasta en mis canciones"""
22,dia especial en portugues   ,"""Yo no s\u00c3\u00a9 si es muy tarde para ti Quiero desafiar la comodidad No nos sirve m\u00c3\u00a1s fingir"", ""Yo no s\u00c3\u00a9 cu\u00c3\u00a1n ef\u00c3\u00admero es tu error Ya te perdon\u00c3\u00a9 Adelant\u00c3\u00a9 las agujas del reloj"", ""Mi l\u00c3\u00a1grima sec\u00c3\u00b3 Se aleja el temporal Latiendo como el sol Mi coraz\u00c3\u00b3n no tiene edad Para esperarte"", ""Este es un d\u00c3\u00ada especial Quiero creer en otra oportunidad Dimos un salto mortal Y hoy vuelvo a ver Un faro en la oscuridad"", ""Ya no estoy tan confusa como ayer Solo la ilusi\u00c3\u00b3n trae desilusi\u00c3\u00b3n Y es tan f\u00c3\u00a1cil decaer"", ""El mundo en que cre\u00c3\u00ad Lo eterno y lo fugaz Prefiero darle fin A que me ocultes la verdad m\u00c3\u00a1s vulnerable"", ""Este es un d\u00c3\u00ada especial Quiero creer en otra oportunidad Dimos un salto mortal Y hoy vuelvo a ver Un faro en la oscuridad"", ""Latiendo como el sol Mi coraz\u00c3\u00b3n no tiene edad"", ""Este es un d\u00c3\u00ada especial Quiero creer en otra oportunidad Dimos un salto mortal Y hoy vuelvo a ver Un faro en la oscuridad"""
23,loba en ingles   ,"""Sigilosa al pasar Sigilosa al pasar Esa loba es especial M\u00c3\u00adrala caminar, caminar"", ""\u00c2\u00bfQui\u00c3\u00a9n no ha querido a una diosa lic\u00c3\u00a1ntropa En el ardor de una noche rom\u00c3\u00a1ntica? Mis aullidos son el llamado Yo quiero un lobo domesticado"", ""Por fin he encontrado un remedio infalible que borre del todo la culpa No pienso quedarme a tu lado mirando la tele y oyendo disculpas La vida me ha dado un hambre voraz, y t\u00c3\u00ba apenas me das caramelos Me voy con mis piernas y mi juventud por ah\u00c3\u00ad, aunque te maten los celos"", ""Una loba en el armario Tiene ganas de salir Deja que se coma el barrio Antes de irte a dormir"", ""Tengo tacones de aguja magn\u00c3\u00a9tica Para dejar la manada fren\u00c3\u00a9tica La luna llena como una fruta Da consejos y los escucha"", ""Llevo conmigo un radar especial para localizar solteros Si acaso me meto en aprietos, tambi\u00c3\u00a9n llevo el n\u00c3\u00bamero de los bomberos Ni tipos muy lindos, ni divos, ni ni\u00c3\u00b1os ricos, yo s\u00c3\u00a9 lo que quiero Pasarla muy bien y portarme muy mal en los brazos de alg\u00c3\u00ban caballero"", ""Una loba en el armario Tiene ganas de salir Deja que se coma el barrio Antes de irte a dormir"", ""Cuando son casi la una, la loba en celo saluda a la luna Duda si andar por la calle o entrar en un bar a probar fortuna Ya est\u00c3\u00a1 sentada en su mesa y pone la mira en su pr\u00c3\u00b3xima presa Pobre del desprevenido que no se esperaba una de esas"", ""Sigilosa al pasar Sigilosa al pasar Esa loba es especial M\u00c3\u00adrala caminar, caminar"", ""Deja que se coma el barrio Antes de irte a dormir"""
24,and life begins radio editen espanol   ,"""Mire a ni\u00c3\u00b1os Y vea esos ojos esperanzados Mire a su hermano Un amigo para toda su vida"", ""Toda esta gente aqu\u00c3\u00ad alrededor de m\u00c3\u00ad Soy lovin ' m\u00c3\u00a1s y m\u00c3\u00a1s Ahora entiendo para cu\u00c3\u00a1l somos livin '"", ""Como un \u00c3\u00a1guila en el cielo Separe mis alas y vuele Y soy sailin ' en el viento Mis ojos no faltar\u00c3\u00a1n una cosa Y la vida comienza"", ""Mire los valles Flores por todas partes Mire las monta\u00c3\u00b1as Tan orgulloso est\u00c3\u00a1n estando paradas all\u00c3\u00ad"", ""Todas esas creaciones verdaderas preciosas Nunca he visto antes Ahora entiendo para cu\u00c3\u00a1l somos livin '"", ""Como un \u00c3\u00a1guila en el cielo Separe mis alas y vuele Y soy sailin ' en el viento Mis ojos no faltar\u00c3\u00a1n una cosa"", ""Como un \u00c3\u00a1guila en el cielo Separe mis alas y vuele Y soy ridin ' en el viento Y una nueva vida comienza"", ""Cuando la lluvia es fallin ' Y el extremo no es adentro vista Apenas separo mis alas y vuelo otra vez Al arco iris en el cielo"""
25,la tortura shaketon remix   ,"""Ay, ay, ay (A otro perro con ese hueso, y nos decimos adi\u00c3\u00b3s)"", ""No pido que todos los d\u00c3\u00adas sean de sol No pido que todos los viernes sean de fiesta Y tampoco te pido que vuelvas rogando perd\u00c3\u00b3n Si lloras con los ojos secos y hablando de ella"", ""Ay, amor, me duele tanto Me duele tanto Que te fueras sin decir a d\u00c3\u00b3nde Ay, amor, fue una tortura perderte"", ""Yo s\u00c3\u00a9 que no he sido un santo Pero lo puedo arreglar, amor No s\u00c3\u00b3lo de pan vive el hombre Y no de excusas vivo yo"", ""S\u00c3\u00b3lo de errores se aprende Y hoy s\u00c3\u00a9 que es tuyo mi coraz\u00c3\u00b3n Mejor te guardas todo eso A otro perro con ese hueso, y nos decimos adi\u00c3\u00b3s"", ""Ay, ay, ay (A otro perro con ese hueso, y nos decimos adi\u00c3\u00b3s)"", ""No puedo pedir que el invierno perdone a un rosal No puedo pedir a los olmos que entreguen peras No puedo pedirle lo eterno a un simple mortal Y andar arrojando a los cerdos miles de perlas"", ""Ay, amor, me duele tanto Me duele tanto Que no creas m\u00c3\u00a1s en mis promesas Ay, amor, es una tortura perderte"", ""Yo s\u00c3\u00a9 que no he sido un santo Pero lo puedo arreglar, amor No s\u00c3\u00b3lo de pan vive el hombre Y no de excusas vivo yo"", ""S\u00c3\u00b3lo de errores se aprende Y hoy s\u00c3\u00a9 que es tuyo mi coraz\u00c3\u00b3n Mejor te guardas todo eso A otro perro con ese hueso, y nos decimos adi\u00c3\u00b3s (A otro perro con ese hueso, y nos decimos adi\u00c3\u00b3s)"", ""Oye, negrita, mira Tienes mi amor, tienes mi amor Oye, mi negra (ay) Yo s\u00c3\u00b3lo soy un hombre arrepentido (A otro perro con ese hueso, y nos decimos adi\u00c3\u00b3s)"", ""Yo s\u00c3\u00a9 que no he sido un santo Y es que no estoy hecho de cart\u00c3\u00b3n No s\u00c3\u00b3lo de pan vive el hombre Y no de excusas vivo yo"", ""S\u00c3\u00b3lo de errores se aprende Y hoy s\u00c3\u00a9 que es tuyo mi coraz\u00c3\u00b3n"", ""Ay, ay, ay, ay, ay Ay, todo lo que he hecho por ti Fue una tortura perderte Y me duele tanto que sea as\u00c3\u00ad Sigue llorando perd\u00c3\u00b3n Yo, yo no voy a llorar por ti"""
